epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_f1_weighted,train_f1_hc,train_f1_ad,train_auroc,train_auroc_macro,train_kappa,train_sensitivity_AD,train_specificity_AD,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_f1_weighted,val_f1_hc,val_f1_ad,val_auroc,val_auroc_macro,val_kappa,val_sensitivity_AD,val_specificity_AD
1,0.7907848860088148,0.5252525252525253,0.5130718954248366,0.42502711682891,0.4323015416338497,0.18497109826589594,0.665083135391924,0.6286764705882354,0.6286764705882354,0.026772641706755862,0.915032679678756,0.11111111110339505,0.6758411228656769,0.52,0.5,0.34210526315789475,0.35578947368421054,0.0,0.6842105263157895,0.9038461538461537,0.9038461538461537,0.0,0.9999999992307692,0.0
2,0.765845305041263,0.6936026936026936,0.7035464535464535,0.6744715447154471,0.6715487303021178,0.5955555555555555,0.7533875338753387,0.8580964490055399,0.8580964490055399,0.3988255444091021,0.972027971959998,0.4350649350366841,0.6457011997699738,0.8,0.7980769230769231,0.7987117552334944,0.7993558776167472,0.782608695652174,0.8148148148148148,0.8910256410256411,0.8910256410256411,0.5980707395498392,0.8461538455029586,0.749999999375
3,0.7325175608459272,0.7912457912457912,0.7842334969994544,0.7843793911007026,0.7863227118964824,0.7459016393442623,0.8228571428571428,0.807737770503728,0.807737770503728,0.5759292524526738,0.9230769230177515,0.6453900708762135,0.6026000827550888,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8846153846153846,0.8846153846153846,0.6815286624203822,0.7692307686390532,0.9166666659027777
4,0.6673157371972737,0.8787878787878788,0.8796977124183006,0.8787865046254308,0.8787741371633988,0.8783783783783784,0.8791946308724832,0.9111519607843137,0.9111519607843137,0.757847533632287,0.909722222159047,0.8496732025588448,0.5397914722561836,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8846153846153846,0.8846153846153846,0.6815286624203822,0.7692307686390532,0.9166666659027777
5,0.5668899220855612,0.8956228956228957,0.8946997270245678,0.8951474222460112,0.8955515746163629,0.8880866425992779,0.9022082018927445,0.9603048225659692,0.9603048225659692,0.7903163360586668,0.9108280254196924,0.8785714285086734,0.46875952929258347,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8846153846153846,0.8846153846153846,0.6815286624203822,0.7692307686390532,0.9166666659027777
6,0.5539299210435465,0.8181818181818182,0.8228395061728395,0.8180807622504537,0.818470549414288,0.8223684210526315,0.8137931034482758,0.9176726108824875,0.9176726108824875,0.6378048780487805,0.8740740740093278,0.7716049382239749,0.43293169885873795,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8846153846153846,0.8846153846153846,0.6815286624203822,0.7692307686390532,0.9166666659027777
7,0.4163740661583449,0.9090909090909091,0.9078421578421578,0.9086767871174937,0.9089045542028721,0.9148264984227129,0.9025270758122743,0.9675778766687857,0.9675778766687857,0.8175219023779725,0.8741258740647464,0.9415584414973014,0.4071926958858967,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8878205128205129,0.8878205128205129,0.6815286624203822,0.7692307686390532,0.9166666659027777
8,0.4097977606089492,0.8754208754208754,0.8728901996370235,0.8733475479744136,0.8737294767145515,0.8895522388059701,0.8571428571428571,0.9451225045372049,0.9451225045372049,0.749469940496546,0.765517241326516,0.9802631578302458,0.39613131433725357,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9230769230769231,0.9230769230769231,0.6815286624203822,0.7692307686390532,0.9166666659027777
9,0.2993481269008235,0.9326599326599326,0.9302203806574993,0.9320117205384122,0.9324364112387187,0.9253731343283582,0.9386503067484663,0.9839723158182315,0.9839723158182315,0.8641788997118947,0.9683544303184586,0.8920863308710729,0.39820335805416107,0.8,0.8012820512820513,0.8,0.8,0.8,0.8,0.9294871794871795,0.9294871794871795,0.6006389776357828,0.7692307686390532,0.8333333326388889
10,0.4028015795506929,0.8619528619528619,0.8588911088911089,0.860119697195961,0.860712779911429,0.8761329305135952,0.844106463878327,0.9377894832440287,0.9377894832440287,0.7219291635267521,0.7762237761694948,0.9415584414973014,0.41151170432567596,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.923076923076923,0.923076923076923,0.6815286624203822,0.7692307686390532,0.9166666659027777
11,0.3803983530715892,0.8518518518518519,0.8509781619654231,0.851243056187961,0.8517877680977581,0.8607594936708861,0.841726618705036,0.94171974522293,0.94171974522293,0.7024996585165961,0.8357142856545918,0.8662420381613858,0.41819409281015396,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8910256410256411,0.8910256410256411,0.6815286624203822,0.7692307686390532,0.9166666659027777
12,0.27986490883325277,0.9158249158249159,0.9127114020731042,0.9148362677066009,0.915299696512061,0.9240121580547113,0.9056603773584906,0.9581514820876522,0.9581514820876522,0.8302352699087729,0.8510638297268749,0.9743589742965154,0.4259346965700388,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8878205128205129,0.8878205128205129,0.6815286624203822,0.7692307686390532,0.9166666659027777
13,0.2817963616628396,0.898989898989899,0.8989115646258503,0.8989612628141159,0.8989784445195859,0.9006622516556292,0.8972602739726028,0.9654421768707482,0.9654421768707482,0.7979316913865833,0.891156462524411,0.9066666666062222,0.4562884047627449,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.887820512820513,0.887820512820513,0.6815286624203822,0.7692307686390532,0.9166666659027777
14,0.3225789921064126,0.8787878787878788,0.87886691463304,0.8787755102040816,0.8787961245104101,0.8775510204081632,0.88,0.9596525446793069,0.9596525446793069,0.7575620153281031,0.8741721853725714,0.8835616437750985,0.45244311913847923,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8910256410256411,0.8910256410256411,0.6815286624203822,0.7692307686390532,0.9166666659027777
15,0.3335152538983445,0.8686868686868687,0.8669464609800364,0.8675092936802974,0.8678036874319401,0.88,0.8550185873605948,0.947459165154265,0.947459165154265,0.7363485307172285,0.7931034482211652,0.9407894736223165,0.44161130860447884,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8910256410256411,0.8910256410256411,0.6815286624203822,0.7692307686390532,0.9166666659027777
16,0.3359119819575234,0.8653198653198653,0.8650340136054422,0.8651348651348651,0.8651853197307742,0.8701298701298701,0.8601398601398601,0.9513151927437641,0.9513151927437641,0.7304655594881568,0.8367346938206303,0.8933333332737777,0.47055619955062866,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8910256410256411,0.8910256410256411,0.6815286624203822,0.7692307686390532,0.9166666659027777
17,0.44229690260008764,0.8316498316498316,0.8325170068027211,0.8306341240875912,0.8305016404925164,0.8175182481751825,0.84375,0.9393650793650794,0.9393650793650794,0.6638598397392368,0.9183673468763015,0.7466666666168889,0.4230645280331373,0.8,0.8012820512820513,0.8,0.8,0.8,0.8,0.9102564102564104,0.9102564102564104,0.6006389776357828,0.7692307686390532,0.8333333326388889
18,0.3734443028898616,0.8249158249158249,0.8336067815149029,0.8241963391312267,0.8234011180008813,0.8354430379746836,0.8129496402877698,0.9343268617263695,0.9343268617263695,0.6546820499060906,0.7106918238546734,0.9565217390611216,0.4424478430300951,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9038461538461539,0.9038461538461539,0.6815286624203822,0.7692307686390532,0.9166666659027777
19,0.28072679121243327,0.9057239057239057,0.9030864197530865,0.9045454545454545,0.9055096418732782,0.9151515151515152,0.8939393939393939,0.9717649748513946,0.9717649748513946,0.8091697645600991,0.8740740740093278,0.9320987653745617,0.4607165716588497,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8974358974358975,0.8974358974358975,0.6815286624203822,0.7692307686390532,0.9166666659027777
20,0.31444813154245677,0.8956228956228957,0.8803720930232558,0.8894837292489407,0.8936057409571675,0.8634361233480177,0.9155313351498637,0.9626976744186048,0.9626976744186048,0.7803621269591354,0.9767441859897241,0.7839999999372801,0.45738654397428036,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9038461538461539,0.9038461538461539,0.6815286624203822,0.7692307686390532,0.9166666659027777
