epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_f1_weighted,train_f1_hc,train_f1_ad,train_auroc,train_auroc_macro,train_kappa,train_sensitivity_AD,train_specificity_AD,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_f1_weighted,val_f1_hc,val_f1_ad,val_auroc,val_auroc_macro,val_kappa,val_sensitivity_AD,val_specificity_AD
1,0.5475856473571376,0.6195286195286195,0.6257383007723762,0.6144762386132585,0.6125444459103265,0.6586102719033232,0.5703422053231939,0.690299863698319,0.690299863698319,0.24803387779794317,0.48387096771071797,0.7676056337487601,0.5471559688448906,0.64,0.6538461538461539,0.5989304812834224,0.5937967914438502,0.7272727272727273,0.47058823529411764,0.8461538461538461,0.8461538461538461,0.2990654205607477,0.30769230745562126,0.9999999991666666
2,0.5313113394536471,0.7508417508417509,0.7504081262470523,0.7464700996677741,0.7465821932876197,0.7797619047619048,0.7131782945736435,0.8460003627788862,0.8460003627788862,0.5012481278082876,0.6216216215796201,0.8791946308134768,0.5246596112847328,0.88,0.8846153846153846,0.8792270531400965,0.878840579710145,0.8888888888888888,0.8695652173913043,0.8910256410256412,0.8910256410256412,0.7619047619047619,0.7692307686390532,0.9999999991666666
3,0.5159037952360354,0.8888888888888888,0.8874398983942665,0.887743531594681,0.887934424477049,0.8990825688073395,0.8764044943820225,0.9588360700353806,0.9588360700353806,0.7770828121090818,0.8013698629588102,0.9735099337103635,0.4854350611567497,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.891025641025641,0.891025641025641,0.6815286624203822,0.7692307686390532,0.9166666659027777
4,0.4804758884404835,0.8686868686868687,0.8733766233766234,0.8675092936802974,0.8670466749277159,0.88,0.8550185873605948,0.9445100354191263,0.9445100354191263,0.7395498392282958,0.7467532467047563,0.9999999999300698,0.4276087209582329,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8846153846153846,0.8846153846153846,0.6815286624203822,0.7692307686390532,0.9166666659027777
5,0.4269973039627075,0.8619528619528619,0.8590970961887477,0.8591358667360749,0.8596053659388727,0.8790560471976401,0.8392156862745098,0.9437840290381126,0.9437840290381126,0.7222082810539523,0.7379310344318668,0.9802631578302458,0.37405504286289215,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8910256410256411,0.8910256410256411,0.6815286624203822,0.7692307686390532,0.9166666659027777
6,0.38164926594809484,0.8686868686868687,0.8727024567788899,0.8686332550780851,0.8684813498531984,0.865979381443299,0.8712871287128713,0.9613057324840765,0.9613057324840765,0.7388333972176502,0.9428571427897958,0.8025477706495192,0.3344264179468155,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8974358974358975,0.8974358974358975,0.6815286624203822,0.7692307686390532,0.9166666659027777
7,0.3732118520297502,0.8417508417508418,0.8247295066935632,0.8312765160214183,0.835664409232393,0.8733153638814016,0.7892376681614349,0.9112644415917843,0.9112644415917843,0.669929772291977,0.6616541352885974,0.9878048779885484,0.3087211847305298,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8942307692307693,0.8942307692307693,0.6815286624203822,0.7692307686390532,0.9166666659027777
8,0.2903116784597698,0.9124579124579124,0.9128805088596093,0.9123774509803921,0.912493673114588,0.9097222222222222,0.9150326797385621,0.9636756019990912,0.9636756019990912,0.824786712652024,0.9032258063933403,0.9225352112026383,0.2861063815653324,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8974358974358975,0.8974358974358975,0.6815286624203822,0.7692307686390532,0.9166666659027777
9,0.2931798394573362,0.8720538720538721,0.8693806193806194,0.8706445993031359,0.8711446638275907,0.8841463414634146,0.8571428571428571,0.9511397693215875,0.9511397693215875,0.7424698795180722,0.7972027971470487,0.9415584414973014,0.2770644649863243,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9038461538461539,0.9038461538461539,0.6815286624203822,0.7692307686390532,0.9166666659027777
10,0.22284137026259773,0.9090909090909091,0.9087837837837838,0.9082756648555905,0.9083047807211377,0.916923076923077,0.8996282527881041,0.9809314347904952,0.9809314347904952,0.8180683803344148,0.8175675675123265,0.9999999999328859,0.27987324073910713,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8974358974358975,0.8974358974358975,0.6815286624203822,0.7692307686390532,0.9166666659027777
11,0.22437995613405579,0.8922558922558923,0.8919727891156463,0.8921078921078921,0.8921482557846193,0.8881118881118881,0.8961038961038961,0.9743083900226757,0.9743083900226757,0.7843724475905255,0.9199999999386667,0.8639455781725207,0.2802425120025873,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8878205128205128,0.8878205128205128,0.6815286624203822,0.7692307686390532,0.9166666659027777
12,0.2601183527394345,0.8956228956228957,0.8924577195853791,0.8943969719561851,0.8949716236749556,0.9057750759878419,0.8830188679245283,0.9658574286233861,0.9658574286233861,0.7894917346868784,0.829787233983703,0.9551282050669789,0.29235878586769104,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.8974358974358975,0.8974358974358975,0.6815286624203822,0.7692307686390532,0.9166666659027777
13,0.25331916189507436,0.8686868686868687,0.8689007799746055,0.8682027649769586,0.868175870326408,0.8761904761904762,0.8602150537634409,0.9496417558498096,0.9496417558498096,0.7374838519592957,0.8053691274627268,0.9324324323694302,0.29244841635227203,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9038461538461539,0.9038461538461539,0.6815286624203822,0.7692307686390532,0.9166666659027777
14,0.19968482930409281,0.9090909090909091,0.9078827805542935,0.9086767871174937,0.9089459664002137,0.9025270758122743,0.9148264984227129,0.9666742389822808,0.9666742389822808,0.8174554394591272,0.935483870907388,0.8802816900788534,0.27814547158777714,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9294871794871795,0.9294871794871795,0.6815286624203822,0.7692307686390532,0.9166666659027777
15,0.20855493921982615,0.9090909090909091,0.9067707859029233,0.9082756648555905,0.9088288663009851,0.8996282527881041,0.916923076923077,0.9733403150897003,0.9733403150897003,0.8167211391218888,0.9430379746238583,0.870503597059676,0.261119170114398,0.84,0.8397435897435898,0.8397435897435898,0.84,0.8333333333333334,0.8461538461538461,0.9294871794871795,0.9294871794871795,0.6794871794871795,0.8461538455029586,0.8333333326388889
16,0.1976557346551042,0.9057239057239057,0.9092295783626263,0.9057228369308906,0.9057431439981775,0.9054054054054054,0.9060402684563759,0.9762772060832345,0.9762772060832345,0.8121357249356165,0.8544303796927575,0.9640287769090626,0.263631971552968,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9102564102564104,0.9102564102564104,0.6815286624203822,0.7692307686390532,0.9166666659027777
17,0.23279787207904615,0.8720538720538721,0.8702326642335767,0.8709876543209877,0.8718959138712226,0.8827160493827161,0.8592592592592593,0.9614279197080292,0.9614279197080292,0.742022492456798,0.8467153284053492,0.8937499999441406,0.26761493645608425,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9166666666666667,0.9166666666666667,0.6815286624203822,0.7692307686390532,0.9166666659027777
18,0.26553460288988917,0.8552188552188552,0.8529411764705883,0.8537264199567055,0.8541741505353505,0.8389513108614233,0.8685015290519877,0.9518200798838055,0.9518200798838055,0.708923076923077,0.9281045751027382,0.7777777777237654,0.25292660668492317,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9551282051282052,0.9551282051282052,0.6815286624203822,0.7692307686390532,0.9166666659027777
19,0.19283225799077436,0.9191919191919192,0.9162575013638843,0.9183018521914543,0.9187325297723242,0.926829268292683,0.9097744360902256,0.9752000363702491,0.9752000363702491,0.8370817334064728,0.8581560283079321,0.9743589742965154,0.26821798272430897,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9294871794871795,0.9294871794871795,0.6815286624203822,0.7692307686390532,0.9166666659027777
20,0.20374726504087448,0.8922558922558923,0.8927891156462585,0.8920490686051794,0.8920013400703997,0.896774193548387,0.8873239436619719,0.9720181405895691,0.9720181405895691,0.784724109812449,0.839999999944,0.945578231228192,0.2704188749194145,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9230769230769231,0.9230769230769231,0.6815286624203822,0.7692307686390532,0.9166666659027777
21,0.15805546155101374,0.9259259259259259,0.9266696955929123,0.9258847549909256,0.9259612152987835,0.9276315789473685,0.9241379310344827,0.9891412994093595,0.9891412994093595,0.8518300149666651,0.9436619717645308,0.9096774192961498,0.2550349812954664,0.84,0.842948717948718,0.8397435897435898,0.8394871794871795,0.8461538461538461,0.8333333333333334,0.9391025641025641,0.9391025641025641,0.6815286624203822,0.7692307686390532,0.9166666659027777
22,0.21553273891147814,0.8720538720538721,0.8723312043795621,0.8715280939805118,0.8721645621745795,0.879746835443038,0.8633093525179856,0.9611313868613139,0.9611313868613139,0.7431029773285988,0.8759124086951888,0.8687499999457031,0.23623268492519855,0.88,0.8814102564102564,0.88,0.88,0.88,0.88,0.9358974358974359,0.9358974358974359,0.7603833865814696,0.8461538455029586,0.9166666659027777
