ablation,link_features,fold,best_val_bacc,loss,accuracy,balanced_accuracy,f1_macro,f1_weighted,f1_hc,f1_ad,auroc,auroc_macro,kappa,sensitivity_AD,specificity_AD
clinical_only,clinical,0,1.0,0.38566309213638306,0.9761904761904762,0.9772727272727273,0.9761769710720363,0.9762039813089161,0.975609756097561,0.9767441860465116,0.9568181818181818,0.9568181818181818,0.9523809523809523,0.9545454541115702,0.9999999995
clinical_only,clinical,1,1.0,0.5972579916318258,0.9761904761904762,0.9772727272727273,0.9761769710720363,0.9762039813089161,0.975609756097561,0.9767441860465116,0.9681818181818181,0.9681818181818181,0.9523809523809523,0.9545454541115702,0.9999999995
clinical_only,clinical,2,0.9615384615384616,0.6625460088253021,0.9285714285714286,0.9318181818181819,0.9285309132161089,0.9284498825054697,0.9302325581395349,0.926829268292683,0.990909090909091,0.990909090909091,0.8577878103837472,0.8636363632438017,0.9999999995
clinical_only,clinical,3,0.8846153846153846,0.6262041628360748,0.9285714285714286,0.9318181818181819,0.9285309132161089,0.9284498825054697,0.9302325581395349,0.926829268292683,0.95,0.95,0.8577878103837472,0.8636363632438017,0.9999999995
clinical_only,clinical,4,0.9230769230769231,0.3875531405210495,0.9285714285714286,0.9318181818181819,0.9285309132161089,0.9284498825054697,0.9302325581395349,0.926829268292683,0.9579545454545455,0.9579545454545455,0.8577878103837472,0.8636363632438017,0.9999999995
audio_only,clinical,0,1.0,0.2831674541036288,0.9761904761904762,0.9772727272727273,0.9761769710720363,0.9762039813089161,0.975609756097561,0.9767441860465116,0.9659090909090909,0.9659090909090909,0.9523809523809523,0.9545454541115702,0.9999999995
audio_only,clinical,1,1.0,0.6442560652891794,0.9761904761904762,0.9772727272727273,0.9761769710720363,0.9762039813089161,0.975609756097561,0.9767441860465116,0.9727272727272728,0.9727272727272728,0.9523809523809523,0.9545454541115702,0.9999999995
audio_only,clinical,2,0.9615384615384616,0.6308390200138092,0.9285714285714286,0.9318181818181819,0.9285309132161089,0.9284498825054697,0.9302325581395349,0.926829268292683,0.990909090909091,0.990909090909091,0.8577878103837472,0.8636363632438017,0.9999999995
audio_only,clinical,3,0.9230769230769231,0.2318012242515882,0.9523809523809523,0.9545454545454546,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9545454545454546,0.9545454545454546,0.9049773755656109,0.9090909086776859,0.9999999995
audio_only,clinical,4,0.9615384615384616,0.23127755771080652,0.9523809523809523,0.9545454545454546,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.990909090909091,0.990909090909091,0.9049773755656109,0.9090909086776859,0.9999999995
