ablation,link_features,fold,best_val_bacc,loss,accuracy,balanced_accuracy,f1_macro,f1_weighted,f1_hc,f1_ad,auroc,auroc_macro,kappa,sensitivity_AD,specificity_AD,text_encoder,audio_encoder,error
audio_only,plain,4.0,0.9615384615384616,0.31927209595839184,0.9761904761904762,0.9772727272727273,0.9761769710720363,0.9762039813089161,0.975609756097561,0.9767441860465116,0.9954545454545455,0.9954545454545455,0.9523809523809523,0.9545454541115702,0.9999999995,,,
audio_only,plain,,,,,,,,,,,,,,,roberta-base,facebook/hubert-base-ls960,"CUDA out of memory. Tried to allocate 72.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 33.38 MiB is free. Including non-PyTorch memory, this process has 23.50 GiB memory in use. Of the allocated memory 22.83 GiB is allocated by PyTorch, and 358.62 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
audio_only,plain,,,,,,,,,,,,,,,roberta-base,microsoft/wavlm-base-plus,"CUDA out of memory. Tried to allocate 1.61 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.54 GiB is free. Including non-PyTorch memory, this process has 22.00 GiB memory in use. Of the allocated memory 21.54 GiB is allocated by PyTorch, and 131.08 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
audio_only,plain,,,,,,,,,,,,,,,roberta-base,facebook/data2vec-audio-base-960h,"CUDA out of memory. Tried to allocate 142.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 49.38 MiB is free. Including non-PyTorch memory, this process has 23.49 GiB memory in use. Of the allocated memory 23.01 GiB is allocated by PyTorch, and 154.26 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
