epoch,train_loss,train_accuracy,train_balanced_accuracy,train_f1_macro,train_f1_weighted,train_f1_hc,train_f1_ad,train_auroc,train_auroc_macro,train_kappa,train_sensitivity_AD,train_specificity_AD,val_loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_f1_weighted,val_f1_hc,val_f1_ad,val_auroc,val_auroc_macro,val_kappa,val_sensitivity_AD,val_specificity_AD
1,0.78683812994706,0.5033333333333333,0.48528034256657304,0.4426364418508959,0.4536722403022481,0.6265664160401002,0.25870646766169153,0.45894107676524376,0.45894107676524376,-0.03042876901798075,0.18439716310748955,0.7861635219631343,0.6888580123583475,0.5833333333333334,0.6083916083916083,0.5555555555555556,0.5462962962962963,0.6666666666666666,0.4444444444444444,0.7482517482517482,0.7482517482517482,0.20529801324503305,0.30769230745562126,0.9090909082644627
2,0.7650104227818941,0.63,0.6280056891417396,0.5925060267502049,0.5933300701183324,0.7161125319693095,0.4688995215311005,0.7240321792079648,0.7240321792079648,0.2570281124497992,0.32885906038061347,0.9271523178193939,0.6668589313824972,0.8333333333333334,0.8461538461538461,0.8321678321678322,0.8310023310023311,0.8461538461538461,0.8181818181818182,0.986013986013986,0.986013986013986,0.6734693877551021,0.6923076917751478,0.999999999090909
3,0.7331626964242834,0.7433333333333333,0.7432408355975235,0.7429877947017658,0.7434275711419428,0.7335640138408305,0.752411575562701,0.813326800587947,0.813326800587947,0.4860270558917764,0.7452229298888393,0.7412587412069049,0.6313222249348959,0.8333333333333334,0.8461538461538461,0.8321678321678322,0.8310023310023311,0.8461538461538461,0.8181818181818182,1.0,1.0,0.6734693877551021,0.6923076917751478,0.999999999090909
4,0.6898998712238512,0.8066666666666666,0.8063913951731188,0.8062447107033095,0.8063049901266462,0.7972027972027972,0.8152866242038217,0.8673718831948087,0.8673718831948087,0.6131097967714679,0.84768211914916,0.7651006710895906,0.5702809492746989,0.875,0.8846153846153846,0.8747826086956522,0.8743478260869565,0.88,0.8695652173913043,1.0,1.0,0.7534246575342466,0.7692307686390532,0.999999999090909
5,0.6099276323067514,0.8666666666666667,0.8666666666666667,0.8659457527145985,0.8659457527145984,0.8757763975155279,0.8561151079136691,0.9264000000000001,0.9264000000000001,0.7333333333333334,0.7933333332804444,0.9399999999373333,0.4782058596611023,0.875,0.8846153846153846,0.8747826086956522,0.8743478260869565,0.88,0.8695652173913043,1.0,1.0,0.7534246575342466,0.7692307686390532,0.999999999090909
6,0.5759699038769069,0.8033333333333333,0.8020242191340096,0.8021705357043064,0.80328277691468,0.7870036101083032,0.8173374613003096,0.8679118816747845,0.8679118816747845,0.6043454935622318,0.8198757763465915,0.7841726618140883,0.41876577337582904,0.875,0.8846153846153846,0.8747826086956522,0.8743478260869565,0.88,0.8695652173913043,1.0,1.0,0.7534246575342466,0.7692307686390532,0.999999999090909
7,0.4738882160500476,0.8733333333333333,0.8733333333333333,0.8730568794263062,0.8730568794263062,0.8671328671328671,0.8789808917197452,0.9405777777777777,0.9405777777777777,0.7466666666666666,0.9199999999386667,0.8266666666115555,0.39547857642173767,0.875,0.8846153846153846,0.8747826086956522,0.8743478260869565,0.88,0.8695652173913043,1.0,1.0,0.7534246575342466,0.7692307686390532,0.999999999090909
8,0.43369026325250926,0.85,0.8508928571428571,0.8497178034308869,0.8501519519987532,0.8562300319488818,0.8432055749128919,0.9450223214285715,0.9450223214285715,0.6995994659546061,0.8642857142239796,0.8374999999476562,0.35118624567985535,0.875,0.8846153846153846,0.8747826086956522,0.8743478260869565,0.88,0.8695652173913043,1.0,1.0,0.7534246575342466,0.7692307686390532,0.999999999090909
9,0.39383176478900406,0.89,0.8888392857142857,0.8893496216651205,0.8899151680432766,0.8978328173374613,0.8808664259927798,0.9514732142857143,0.9514732142857143,0.7787215020116227,0.8714285713663265,0.9062499999433593,0.3154221773147583,0.9166666666666666,0.9230769230769231,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,0.8344827586206897,0.8461538455029586,0.999999999090909
10,0.3111942088917682,0.9233333333333333,0.9223865306667854,0.9230245763562734,0.9232520814972649,0.9278996865203761,0.9181494661921709,0.9754131219099371,0.9754131219099371,0.8460920770877944,0.9020979020348183,0.9426751591756257,0.2678128530581792,0.9583333333333334,0.9615384615384616,0.9582608695652174,0.9584057971014494,0.9565217391304348,0.96,1.0,1.0,0.9166666666666666,0.9230769223668639,0.999999999090909
11,0.34577950992082296,0.8933333333333333,0.8954393770856508,0.8932146829810901,0.8930960326288468,0.896774193548387,0.8896551724137931,0.9618242491657397,0.9618242491657397,0.787375415282392,0.8322580644624349,0.9586206895890605,0.3383285502592723,0.875,0.8846153846153846,0.8747826086956522,0.8743478260869565,0.88,0.8695652173913043,0.9230769230769231,0.9230769230769231,0.7534246575342466,0.7692307686390532,0.999999999090909
12,0.37197493565709966,0.8833333333333333,0.8826276463262764,0.8830409356725146,0.883196881091618,0.8888888888888888,0.8771929824561403,0.9497642768190714,0.9497642768190714,0.766209476309227,0.8561643835030024,0.9090909090318772,0.2338989277680715,0.9583333333333334,0.9615384615384616,0.9582608695652174,0.9584057971014494,0.9565217391304348,0.96,1.0,1.0,0.9166666666666666,0.9230769223668639,0.999999999090909
13,0.38680521281141983,0.8766666666666667,0.8718577286503832,0.8743192291579388,0.8752353023320765,0.8571428571428571,0.8914956011730205,0.9505259404528434,0.9505259404528434,0.7504047490555855,0.9620253163948085,0.7816901407900217,0.21169172724088034,0.9583333333333334,0.9615384615384616,0.9582608695652174,0.9584057971014494,0.9565217391304348,0.96,1.0,1.0,0.9166666666666666,0.9230769223668639,0.999999999090909
14,0.3248004850588347,0.8833333333333333,0.8830903271692745,0.8832282387482067,0.8832749474527073,0.8797250859106529,0.8867313915857605,0.9672163940256046,0.9672163940256046,0.7665213910877879,0.9013157894143871,0.864864864806428,0.20365953942139944,0.9583333333333334,0.9615384615384616,0.9582608695652174,0.9584057971014494,0.9565217391304348,0.96,1.0,1.0,0.9166666666666666,0.9230769223668639,0.999999999090909
15,0.34232728065628754,0.8833333333333333,0.8847624977761964,0.8832282387482067,0.8831348213392054,0.8867313915857605,0.8797250859106529,0.9609500088952144,0.9609500088952144,0.7672046825115288,0.8311688311148592,0.9383561643192906,0.2705168475707372,0.9166666666666666,0.9230769230769231,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,0.8344827586206897,0.8461538455029586,0.999999999090909
